谢谢你们的鱼,讲故事靠的不是逻辑，是腔调，戏剧的信息很少，留给演员“炫演技”的时间很多，在电视剧领域并不存在一种叫做电影感的东西，电影感是用钱砸的，而不是导演能力的体现，要是这个剧的投资只有三千万，很多人口中的“电影感”必定不复存在。《坏小孩》虽然是一部蹩脚的三流小说，但是至少有故事的驱动力，有具有主动性的人物，而改编之后的故事陷入了一个非常拧巴的境地，因为没有了“坏小孩”的内核，于是所有角色都变成了创作者手中的提线木偶，推动故事的不是角色，而是巧合和上帝之手，尤其是各种加戏的部分，除了为撑到12集毫无意义，颂文、刘琳、李梦以及丁可的配乐高光，其余部分乏善可陈，各方面都远远不如《无证之罪》。
王食欲,端午节有没有想和我一起爬香山的？秦昊会的我都会。
张咏轩Wayne®,后三集线索和关联闭合的特别烂，无意义的角色交合，弱智的绑架和救援戏，无脑的人性试验，敞开来的杀人气焰，草草收尾的结案陈词，毁了前几集营造的矛盾冲突和天人交战，冷冻厂几个人的猎杀和追逐蠢的既失望又笑掉大牙，强扭的不像话，给了少年世界的良善（蠢钝）和成人世界正义（虚伪）最大的宽容，这个剧也就收获了几个演技派的孩童演员，其实内里依旧流俗。
草威,拍得不错。但说真的，这剧里边的人都太几把烦人了。
看着时,评价: 2星 (较差) (隐秘的角落) (没悬疑推理 没层次张力 没拍出内涵 没意思) (煎熬)
鸿观俊猪,故事讲成这样。。不知道国剧之光是怎么刷出来的。。一星给演员，一星给拿腔拿调的形式感+三只小鸡。
鬈毛毛,这是魔幻题材吗？这是魔幻题材吧。本以为只是第一集昏昏欲睡，原来第二集第三集也是，并非特别引人入胜的悬疑，从道具到化妆都有穿帮处。类似继承欺负亲生这种滥透了的套路，以及看到就想翻白眼的设定，如果不能在改编上做出新意，或许有负于这个分数。在鬼魅的配乐下还能看出一种狗血的感觉，这不尴尬吗？【更：第五集开始已经是闹剧了，人人都跟神经病似的】
西,牵强附会的剧情不好看，前面无法吸引人，后面的杀人理由也十分勉强，整体兴趣不大
巴伐利亞酒神,第一集时，由于不清楚时间线，一度以为张东升就是长大后的朱朝阳。但相信所有看过这片的人，都会得出一个朱朝阳长大后就变成张东升的结论。这是不是伏笔的伏笔，大演员小演员老演员都用自己的精彩表演圆了人物性格。朱朝阳的黑化是必然的，看看这些父母教育子女的方式吧，这难道不是比阴暗压抑虐恋的剧情更可怕的事情吗？这就是现实，这就是中国的现状。别忘了有一首歌唱到的：你会被教育成一个坏人，吃喝拉撒见死不救的动物。而野蛮生长的坏小孩严良，却恪守住人性底线，立志要成为一名警察，这是多么令人讽刺的事情啊。最后，我个人是无法再听那首小白船了，那旋律真他妈的让人毛骨悚然！
已注销,改的太多了 故事逻辑有问题 ...太青涩了 如果能按原著那样拍才是真的带劲
Annshy,"看完了  
原作是坏孩子，现在成了好孩子。
我真是…极度无语
郁闷
（我理解按照原作拍出来也过审不了，但把故事内核完全改变，我真是呵呵呵呵呵呵了"
alain.proust,优点很多，各种蕴含巧思的镜头语言、音乐对氛围的营造等等都很出彩，可是越看到后面越觉得垮掉，在拨开悬疑迷雾的保护衣之后，暴露出来的是浮于表面的剧作和不成立的人物动机，于是才会用很多强行“编”剧的手段完成剧作发展的逻辑，最后推动剧情的方式就变成了埋一个伏笔、解开一个伏笔的单调程式，说到底还是没有在文本上掘出更深层的东西，于是只能频繁地靠着单场戏猛给特写突出所谓“演技”来造成人物性格丰满的错觉，光是边吃边哭的戏就拍了三场，这种塑造人物的方式，只有追光、没有弧光。
bamboo,永远不要低估儿童内心的幽深……
莴笋思维,故事很没有逻辑，有啥斗智斗勇？最后强行大圆满结局，本来想给三星的，但实在受不了网上的吹。
城南赛西施,虚高了。又是那种吃人家的用人家的还不停惹麻烦的恶熏桥段！啊啊啊啊
吃瓜纳凉,最后字幕“献给童年”…谁的童年这么阴暗？
钙美丽,真。小镇做题家犯罪片，举个例子，大变态和小变态认识的过程是在新华书店做题，小变态做奥数题大变态忍不住指导，令人拍案做题
InvisibleHin,这个开头居然能被吹上天说明广大网友阅片量严重有待提高。东拉西扯，果然第三集又生硬地搬出小女孩坠楼来强行衍生几集，国产剧最大的问题就是逻辑不通，编剧导演想怎么来就怎么来。唯一惊喜可能就是朱朝阳吧。
褪色编辑部,这是一个套着悬疑外壳的家庭伦理剧，看那么多人狂打五星，真的悲哀，大家都不带脑子看剧吗？一个漏洞百出的剧本怎么可能好的过原著《坏小孩》，完全没有构架起来犯罪心理，要知道犯罪杀人不是小孩子过家家，建议大家好好阅读一下原著紫金陈带着批判悲哀意味的原著！发现中国导演就只有两种风格，贾樟柯和王小帅，画面感很脏很腻，不合时宜的恐怖音乐太过火了，不要尬吹导演多么多么有才华了，用力过猛倒是真的。对国产剧有期待是好事，但不能偏颇到如此境地。另外，有些作品真的不适合改编成影视剧作品……
用户,评论内容
Zhi7,按通常意义上的各种标准，这无疑是一部高分电视剧，但我为什么要打一星去引人注目，一定有什么东西让我觉得它不对劲了。仔细看它讲了一个什么样的故事，底层互害互帮，互斗互理解，这种激烈的人性挣扎的剧场为何，也总是在这部分人群中上演出来呢，于是，把观众感动感化得不要不要的所谓的“人性”在剧情的展开中升腾了起来，它仿佛告诉我们，直面人性，理解人性，甚至战胜掉一部分人性，是我们老百姓生活中的功课与任务所在。这种东西太过熨帖了，贴合着当下社会暴露出的种种症结所制造出来一剂膏药，用种种的现代影像和文字技法把一种保守的意识形态包装起来，我的意思是，越看它，越远离激进，越看它，越反动。这是最高级的意识形态宣传，我知道我这种标准在别人眼里是变态的，但不变态毫无意义，毫无某种可能性去发生出来
舒行,高开低走了。。
⚔Herooo-Jz⚔,刚看完十日游戏开的这个迷雾剧场本来挺期待这个的，但这第一集一上来啥也没讲，人物线故事线完全没串起来，真的一手好牌烂手里……
老袁,导演剧作都有不足。但能感受到一种力量，大家都极力想向一个高的目标靠拢。不容易。
Elizabeth,犯罪剧，伪悬疑，只因是国产剧评分所以评分9.0，换成英美剧 估计也就7.5，撑死8的水平。剧本很一般，只因演技+国产加成一路升9。如果是真反应社会现实剧 它就不会过审。
W²x,只想说我的19元浪费了，后面改编的没有逻辑，烂尾了！！！浪费我一晚上气死我了！！！
学不会的淡定,这部剧，非常一般！大家还是对国产剧的要求太低了
Logo,不太行
野子,如果没有审查制度这部剧要上天。
helenharris,朝阳东升。苍蝇一集尤佳。
陈哈,群里一堆人老说“好吓人”，我就看了，看完，让我想起那个新闻“微信群内总共50多个人，除了1个受害人，其他全是骗子... ”。//以上是笑谈，剧不差，但也没有到全民捧成神剧的地步，如果这是神剧，可见大多国产剧是有多烂。总而言之，我更愿意花这时间来看6部很好的电影。人从众，太可怕了，切记，切忌。
王俊俊,仔细听最后一个镜头，一段恐怖的声音夹在结尾和片尾曲之间，朱晶晶是朝阳杀的，你可以选择相信童话，但是就好像少年派，真相黑暗的多。
赫恩曼尼,熬夜看完结果失眠了。谁说童年就一定幸福快乐、阳光美好？童年明明就是因力量不能与外界抗衡，所以学会了欺瞒、矫饰、隐忍，所以诞生了阴暗的想法，于是想要以卵击石、和碾碎自己的事物共同毁灭。朱朝阳就是生存在两个世界夹缝里的小孩，一面满足着大人的期待，周旋在父母破裂的感情之间，一面还要完成自己的事业。太喜欢这部剧的节奏感，选角选得太好了，配乐太牛了。以后多点这样的暗黑题材的剧吧，少点青春无知、古装胡扯、霸道总裁的网剧好不好。
哪吒男,第一集朱朝阳穿黑衬衣，最后一集朱朝阳穿白衬衣。张东升，每一天都穿白衬衣。
mumudancing,小孩让人瘆得慌，大人让人窒息。当时代精神面貌来看，镜子可以照一大片。虽然总觉得缺了点什么，但也是一个足够精彩的故事了。
Gonewithwind,能改编这个ip很惊喜，需要规避的太多，但能做得更好，渲染力上弱了一些，而且难以回避的魔改把原著最核心的部分动了。
南悠一,学全了美剧的方法论，却丢了世界观让它变得坚固。可圈可点的表演却是一幅幅景观化的场面。当创作者无法触及权力，反思不得不停在红线之外，人物的痛苦变得内卷化，人们相互折磨，也自我折磨，情绪、毅力……给予表演一定的空间，却又无法以之丰富人物的人性。于是，这部剧给我的观感是非常割裂的。
刘康康,其实从我的角度，最后一集是显而易见的烂尾了。哪怕是学李安《少年派的奇幻漂流》，表层故事也要做到合情合理，深层故事才有发掘的价值。而这剧最后一集的表层故事里，张东升、朱朝阳和严良的行为逻辑是混乱的。但从一个创作者的身份，我愿意给这个剧打五星。我完全能够想象这个剧在改编过程中的艰辛。很多时候我自己面对苛刻审查与IP资本的双重压力，最后就是选择破罐子破摔。而这个剧真的做到了在尽最大可能去呈现出创作者的追求和情怀，对每一个角色都倾注了自己的理解和感情，然后还有这么一群非流量的真正表演者，去用心诠释自己的角色，仔细打磨每一场戏的表达，而最后这样的作品真让那么多观众看到了，并且喜欢上，这是让我非常感动并且深受鼓励的。我本来以为中国影视就这样了，就是混口饭吃了，反正大家都不在乎了。但事实证明还是有人在乎的
Mr. Infamous,从小我就住在那游泳场旁，200米开外。挨着的就是七中，即剧中的少年宫。老井油条，其实是水井油条，也不远。等到穿过步行街，就到新华书店，升上中学后，每天都会经过。剧中是2005年暑假，那时我就在这游泳场，朱朝阳父子下水的成人池里，学会了游泳。今年都没回过家，看得思乡情重，心里很酸。这剧就像是私人礼物，哪怕结尾不尽如意，还出现不少bug（除了张东升与三小孩等强偶遇外，还有2005年小卖部不可能出现画景矿泉水等等），也要给满五星。故事可以无限暗黑下去，我们都知道被什么妨碍，但这夏天过去了，终归谁都回不去了，那种黑，就深下去了。秦昊与刘琳的发挥最妙，王景春与芦芳生同样很赞，张颂文与荣梓杉再演父子，相当可以，没有人掉链子的剧看得就是舒服。（张颂文人物稿→https://douc.cc/3GOZ16）
ForVictoRi,朝阳本就东升，朱朝阳真的狠，心比张东升还黑！剧版结局暗合小说，小说明着黑化，剧版走暗线，编剧不可谓不牛逼！
用户,评论内容
夏日落叶,太慢了 明明两个小时能讲完 拍了12集
liveupto,这样全员演技在线，剧情紧凑不注水的国产剧请给我来一打好吗。2020/6/19--记录一下只用了三天就刷完的剧，后续剧情崩得很厉害，结局更是强行合实在太勉强，总体3.5，开头恐怖片，结尾突然“献给童年“不知道几个意思。另外这部剧真正的主角是朱朝阳，演员选的非常好，小伙子以后大有前途啊
南瓜大帝_,"突然发现名字上的隐喻，朝阳其实应该是朝阳（zhaoyang），朝阳东升，所以，朱朝阳和张东升完全是同一类人，朱朝阳是少年版的张东升，张东升是成年版的朱朝阳。
国产剧里全员演技在线，有多难能可贵？所以，这剧配得上9分了。"
姚瑶,孩子不可以恶，杀人犯不能是正式老师，主创挺不容易了，藏着掖着努力让大家看到不能说破的真相。
Scenery,后面演的啥玩意……最讨厌小孩子是主角的戏
伊夏,昨晚看完。想了很久是四星还是五星。最后觉得还是五星吧。孩子们值得。刘琳李梦值得。张颂文秦昊值得。
Hdbsv4381,为了制造演员“演技爆表”的氛围牺牲了很多节奏，影视作品不应该这样顾此失彼
HarperDie,那些肉眼可见的删改与改编上的妥协，是对作品的伤害，也同样考验着创作者的功底。我想现在这样大范围的好评，出自于市面同类题材上的稀缺以及创作者的勇气。可角色塑造不够立体，少年演员稍显成人化的口白演绎，都算是编导层面的疏漏，很是可惜。倒是可以细细品读张颂文和刘琳台词功底，比教科书还要精准。
Mumu,原著纯恶向，剧中人更真实些，无奈改编不得不美化现实，后几集简直剪刀手下的mv……坏大人+坏小孩愣是魔改魔剪成致童年了……
Q。,朝阳终将东升。★ ★ ★ ★ ☆ 
Derridager,安排成人唱儿歌《小白船》或者用《还珠格格》背景音，在这些声音插入的那一刻，我们会瞬间明白“岁月不可追”。这正是“成长”的感受。剧的结尾处写着“献给童年”，结合全剧让我们明白：创作者对成长的理解是在杀怪的路上，学会面对丑恶的世界与自己肮脏的内心。在案情并不扑朔迷离的情况下，这部剧几乎完全变成了从前央视系列少儿剧《自护智多星》那样的儿童成长剧（只不过后者没有这么多周折）。秦昊演的杀人凶手再惊悚凶狠，也不过是主角们成长的推手，毕竟所有阻碍朱朝阳的人最后都为他让道。开学后，这些事情都会被封装起来，装进内心的小匣子，任务到此结束。不过，需要赞美的是对朱家这个破碎的离异家庭的描写，尤其是周春红对朱朝阳“母亲－爱人”的复杂情结，这是全剧唯一有挖掘人物内心的地方。感谢三位演员的表演。
瓦达西瓦又又又桑只爱这巧克力,这个故事教育我们，匹夫不可以不慎取友。拍的还行吧，就是故事讲不明白，悬疑剧前面讲不明白还行，后面结局也讲不明白就搞笑了吧。更搞笑的是一堆原著b神神秘秘说原著怎样怎样，还不能质疑，一质疑就说不过审，搞笑吗？我看个电视剧解闷还要同时看原作，我这是看片还是上网课？？明明哪些镜头是现实哪些镜头是幻想都讲不明白，镜头语言哑巴了？还信童话还是信现实，你搁这拍少年派的奇幻漂流呢？自以为是李安？原作看了几眼感觉作者需要看一下心理医生，三流小说二流改编一流演员。ps，严良和普普换洗衣服挺多的，就严良背的那个破包装的下那么多衣服吗？
卡比兽冲冲冲,比坏开始了，节奏一般，小演员还是稚嫩，可以看
Francisha,从头到尾看完，开头满分结局零蛋。不符合逻辑的槽点太多了，这三个小孩也是没智商害死那么多人命，最后还是凶手自投罗网才揭开谜底。演技的确好，但和悬疑之间还差一个太平洋。
五色全味,前兩集開局還不錯，從人物出場到心理細節都足見用心，但之後就沒什麼看點了，懸念和劇力細節都欠奉，bug還不少；小演員都好，那個叫普普的小姑娘長得真好看。
支离疏,你们也就仗着自己是大人所以番位靠前，人家三个小孩儿才应该是主角。
蟠桃园养殖基地,结局隐喻已经够明显了吧？不会还有人没看明白吧？不会吧不会吧不会吧？
星汇翠,朱朝阳在这边过生日，爸爸在医院签字，两个镜头来回切换，朱朝阳的笑看得我一身鸡皮疙瘩，这段太绝了
深紫色袜子,书粉表示很满意，秦昊太赞了
如果没有夏天,知道剧组是无奈之举，可对正能量化的改编挺遗憾的，小孩子虽然有潜在的恶意，但社会和家庭加以引导，他们大多数走不到极端的那步。可我们的社会哪可能会有负能量呢。表面上质感还可以，但目前看有点闷，而且为了过审有些地方逻辑都说不过去了。
用户,评论内容
郝小勺,前兩集確實吸引人，追到後面發現還是那老一套，空洞，刻意，平鋪拖沓，邏輯奇葩。一直覺得狂吹陣容演技這種只能算看點的東西真的蠻悲哀。但事實上，更悲哀的是，對於我們來說，有不錯的陣容演技可以看，已經了不得了。
余小岛,也就那么回事吧。。
关雅荻,"《隐秘的角落》倒数第二集几乎要垮掉，但最后一集用了一个高超的手法，愣是给救回来了，并且把之前的暗线捡回来，最终完成了一个人物的完整塑造。。。

这就是一个人物戏，根本不是推理戏，最终所有的人的戏都落在一个人物的内心反复变化上，这种剧作思路非常大胆。。。

最后一集再面对犯罪题材传统高潮势必受到审查反复“吊打”前提下，居然通过完全电影化视听语言（光影，声音，细节，表演，颠倒切，插叙等）完成了“几乎不可能完成的任务”，最终居然在“表面一切和谐”下完成了原著灵魂——仅仅凭大结局这一集，是几年来国产剧编剧技巧的一个高峰。。。

倒数第二集几乎“垮掉”重要原因，我开玩笑说是因为那一集没有普普（就是之前夸过的演得很棒的小女孩）"
雨季的等候之中,不错  影帝  加油 这是一部顶级制作  真棒。
法兰西胶片,6.5分。第一集的主题是爬，爬上卡车，篮球场爬起来，睡在地上爬起来，爬上屋顶，爬山。人啊，就是从水里一路爬上岸的，刚登上来的时候，还湿漉漉的。然后这故事演着演着又退回水里去了，原先的要领也不讲究了，一般国剧怎么来它也就怎么来。对在这部戏里的一切猜谜都毫无兴趣。
Whitee,爱奇艺网剧，去年唐人街今年坏小孩，改编也能出精品，感动了，会员没白充
blueshadow,"叫朝阳的孩子，才有真正的黑暗之心。东升，朝阳，一体两面。相信什么呢？
原本可以更黑暗，但这样也算难得。选角特好。"
柏林苍穹下,广大剧迷对剪刀手背后“真实结局”的苦求与探索，充分体现出与天斗地斗光腚总局斗的积极向上精神。
长空,"无感。虚高。你们都在夸表演，无脑吹，没发现剧情漏洞百出，没有悬疑成分，推理都没有。这也能吹吗？仅仅因为拍的像电影，商业化低就可以称作文艺片了？
结局本来以为大反转，烂尾。没想到是火影，鼬把仇恨接力给佐助。
这孩子真是大孝子。第九集是转折。十集也是高潮了。
细节有精彩之处，但绝不值9分。个人给3分，虚高减一分。"
栗,放在国产剧里确实鹤立鸡群，优点就不夸了，对我来说它依然有一大国产剧通病：信息量太少，这12集的信息量如果交给美剧讲，3集就讲完了，我希望国产剧也能挑战我的智商和观察力注意力，抓住我，不要让我可以一边看一边做其他事也不耽误理解（这不仅是对白信息密度和看字幕的问题，优秀美剧的镜头中有太多含义让我不能错过）。12集本可以让角色更饱满，包括配角，比如张东升的中铲阶级老婆，王瑶的二流子弟弟，朱朝阳的永远第二名女同学，这些角色像纸片儿一样薄，稍微增加点儿他们和主角的情感互动就能把他们支楞起来，让冲突更复杂有力。我也希望把一些婆婆妈妈的剧情和朱朝阳毫无意义的发愣时间分出来多加点儿笔墨描述张东升苟延残喘的中年生活，更多无奈，更多挣扎，让我们更多共情，最后和严良搏斗时要被扯掉假发，阳光照在秃顶上，很凄美。
任性的Elia,老秦，咱不会用尼康，下次换佳能，这老对不上焦再拨弄姿势也不行啊
滚球兽,这么高分简直滑稽，大家对国产作品真是宽容，打分手也够松的。我就问一个，相机落在老陈家里又偷回来的戏有什么意义？
Natalie,没看影评前：这垃圾结尾我要激情三星了  看完影评：目瞪口呆并吓得不敢一个人睡觉
冷吧,剧情很高能节奏快，秦昊的秃顶扮相惊艳到我了，莫名带感。三个小朋友也很勇敢，不过他们要写信让我感慨小朋友果然很傻很天真。
迪,特别理解平台的苦衷与企图——悬疑推理做不成长剧，叫好不叫座，赚吆喝一两回可以，长了不是商业逻辑。所以做成剧场，12集一个项目，几个项目合起来形成规模，集群作战。在商言商，悬疑惊悚从来就是强商业类型，国外一直是主流商业担当，大陆市场为什么例外？思路全对，甚至有情怀值得尊重，但回到作品本身，还是要实事求是，也是对行业长远发展的负责。从类型成熟度来说，我们会拍的和会看的确实不多。这活儿算是心理惊悚，而且情节剧、生活剧类型混合，人性复杂，社会派落地中国的社会伦理，难度可想而知。所以我就算站着说话不腰疼，只能说不大会拍，和《余欢水》的不知荒诞为何物一样，基本类型元素、手法还处在初级阶段，甚至没摸到门路。抛开内容的话题性，完成的结果都停留在了现实主义普通情节剧。
大西瓜皮,在遭遇很多推荐后，专门买了会员，开了两倍速用了6个小时看完了。可能怪我期待值太高，也可能是我太挑剔，反正这部剧我觉得比较差，不值得一看。顺手推荐《冰血暴》，滚雪球似的犯错，这才是典范。
扭腰客,每个心怀诡谲的成人，都在阳光下装模作样；孩子们看似野蛮生长，却在懵懂中羽翼丰满，滑向深渊。好学生的日记中只有“我”，而逃出福利院的玩伴，和少年宫的老师，也许只是一场伪装成童话的谎言。
肥肥鱼,目前看到第6集，印象很深的就是朱朝阳妈妈逼他喝牛奶，还有他爸爸完全不记得带他吃冰和去游乐场的事。孩子所珍惜的，可能恰恰是家长最轻视的。
朝阳区妻夫木聪,从不追国剧的我居然也看完了，但12集我都还是嫌慢我是不是没救了orz……不过能坚持到底的剧，侧面也说明确实拍的不错吧……好的地方大家都说完了，比如表演好，而且是几乎全员没有拖后腿的人，这个确实是加分项，很容易就把人给吸住了，在这里要点名pick刘琳老师，那种畸形的沉溺的同时也孤注一掷的母爱，隔着屏幕连我也能感受到窒息感；人物塑造也尽可能做到丰富了，几乎每个人都值得分析，有话可说。不足的地方就是一些细节吧，比如时代感，一会90年代一会当下年代，有的情节上明眼一看也知道不太合理，当然最后一集就不说了，肉眼可见的垮掉，完全不知道在干嘛。没看过原著，似乎是个一黑到底的故事，做到目前这样，我觉得8分还是可以有的，飙到9.1而且高居不下，也只能说明中国创作者和观众都很惨，只许歌功颂德，全都憋太久了。
Muto,笛卡尔的「我思故我在」正是《隐秘角落》里的真相。这部毫无悬念感的悬疑网剧是继《少年的你》和《阳光普照》之后又一部关注「教育」的作品，影片的核心冲突发生在「我」与「非我」之间。二者相撞之后的消极结果便是，住在成年人心里的《坏小孩》亲手杀死了那个试图塑造「我」的大家长，同时也将心里的「好孩子」亲手杀死了。当然，孩子们都是天真而无辜的，错的是书本上的「正确」答案。所以最终，这是一部犹如《东京合唱》那样「献给童年」的童话。
用户,评论内容
王冰,把一部高智商犯罪拍成了父慈子孝的亲情剧，真厉害！朱朝阳可是把他爸、他妹、他爸的二奶全杀了啊，怎么拍成了抱着他爸哭呢？他爸给他买双鞋、游几次泳就收买了他，他妈也是真可怜，这就是喂不熟的狗啊！
天贝姐姐,最近最真诚的一部网剧，这个夏天被各种网剧的低制作晃瞎了双眼，还好发现了这部精彩的悬疑剧，隐秘的角落制作非常不错，故事也很可以！
风尘,"电影质感，演技不尬
怎么越看这些评价
越觉得虚伪无聊
中国大陆网剧的审美就在那里
你还妄想着它能改变
这不是扯淡么
电影表演就和话剧表演有着本质上的区别
而此剧开头几镜就已然破功
烂片都爱用的航拍大远景
演员都爱使的脸谱化演绎
好坏，反转都是靠脸上的字
真的让人头大"
日光倾城,节奏还是慢了，台词也尬
無有松雾,美丽的端午节居然用来看了这个。所有东西都浮于表面，令我无语。以及紫金陈真是个厌女症。中国如果还是这样的审查制度，影视没有未来。
乌鸦火堂,看完评~开场很好，中段极好，7、8集之后相对放缓不如前面，结尾大赞！无论从摄影灯光带来的质感，还是表演而来的代入感，都提供了非常好的观感，虽然有情节刻意的地方，但前后也完成了逻辑自洽，这一点是值得肯定的。孩子们在片中完全承担了与成年世界对等的功能，无论是原生家庭还是猝不及防的面对来自社会的洗礼，生命中不可承受之重，尤其结尾很大很残酷的解读空间，提升了该剧的内核，4.5星。秦昊会成为第二个“安家和”
亲爱的桂花树,起码从这一部和无证里，我看不出紫金陈厌女，周春红的存在就是个证据，她所证明的就是一个时代对女性的不公正，看到弹幕骂周春红变态的时候我就觉得厌女的是弹幕不是紫金陈。
北冥小鱼儿,吹吧 可劲吹吧 吹个冬雷滚滚夏雪飘飘
电影榨汁,玩摇滚的当导演，BGM果然不是来自阳间，配乐太棒了！
沉精王,真的不知道哪里好……
Lacie,一句话总结“正经人谁写日记啊”👍
柳月珩,给几个小孩子的演技点赞！剧里的三个孩子过早独立，但成熟中又不失稚嫩，特别是朱朝阳的内向、勇敢、聪明但性子有些冷，小演员演绎的很好啊。
seamouse,自2001《黑冰》以来，第一次看完又一个国剧。微博上表达了不喜欢，第三集就垮塌后坚持看完，也有一大堆来怼的声音。其实说到底就是，很多观众都有享受脑补的强烈乐趣，只是承认自己从没这趣味，连诺兰都说不上喜欢，所以三个湛江娃娃制造矛盾解决矛盾的过程，至少对我就是非常莫名和垮塌的。还是青菜萝卜的事吧。
李可酷,仨孩子一开口我尴尬症都快爆表了 强忍着看了第二集和往后几集 周春红吃橘子那段戏 简直是对上岁数女性的侮辱 别再尬吹这个剧了好吗？
Vžņotas,(是不是一开始即不该相信综艺节目导演)各方面问题都不少，节奏稀烂，人物扁平，虽然点出不少议题但几乎都是一笔带过，为了过审而不得不为的光明示人削弱冲突，所谓“电影感”也并不明显。丁可挺好(但被浪费了)，以及某些代入感营造出的一种梦幻氛围算是加分。
舌在足矣,崩坏显然不是从后半部才开始的，而是始于第二起死亡。编剧根本无力掌控对所谓“暗黑人性”挖掘的宏大叙事，只能通过一个又一个的巧合以及不计其数无法令人信服的桥段推动故事发展，而在这个过程中张东升人物塑造的前后不一致已经到了可笑的地步。制作上确实看得出还是有些想法与投入，但离所谓“电影感”还差得远。成人演员几乎都没有达到各自电影代表作的水准，而小演员们则也只是还算合格
巴喆,作为一个非科班出身的导演处女作，视听语言难得的成熟，那些缓慢推进镜头，有股肃穆感下不可捉摸的寒意，竟有美剧质感。看完TV一开始觉得有太多不合理的地方：岳普一直要的30万治病的那个弟弟，福利院出逃和朱朝阳给严良开门的情分基础，张东升人格忽冷忽暖成迷，莫名出现又死去的王力，朱朝阳出逃后的隐瞒动机，朱津津朱永平之死等，漏洞百出，后几集简直垮掉，结尾尤其潦草。直到看了下原著，再回想电视剧那些细节，以上种种不解豁然开朗，进而一阵发冷，毛骨悚然。8.6
Jack,一般般，矫揉造作，演技僵硬
aONEandAtwo,"本来前六集已经渐入佳境，可到了后面还是有点垮...张东升的脑回路到最后几集真的迷惑，以及其他很多人物的动机也是各种强行。手松一下还是四星吧，虽然硬伤不少，但优点也很多 其实无需赘述。主要赞一下小演员们的演技，未来可期，建议各路流量明星下跪磕头拜师
3+1★"
sanyo,年度厌女大作。
用户,评论内容
你大立,故事衔接的不太好，往往看一半出来一个角色才突然想起啊原来这片你还在？结局草草收场，警察判案全靠悟性…
一路狂奔,太失望了，情节拖沓，内容无趣，竟然有九分，到底是我出了问题还是这个世界的品味出了问题？
无盐城,"看前十集以为拍的是《好小孩》，后两集也是各种窒息操作。小说好几年前看的忘光了，对比不了优劣，但反正全剧都很迷惑，尤其是后期……
张东升太惨了("
Steifigkeit,逻辑硬伤，不忍卒读。
维城乱马,只需几十块钱就可以度过一个精彩的周末，超值！
锐利修蕊,不要轻视普通观众对“生猛现状”的接受，是这部剧受欢迎的原因其一，其二是每个人心中对那些恶的吸引，二者牵引着诱发人类找到共鸣和归属。摄影配乐与表演为故事本身增色，但一部当代作品最好的结局，是让所有的受众群体自己想象，那这个时代最糟糕和恐怖的，便比剧中内容剧烈还要严重得多。
白日梦慈善大使,虽然悬疑类剧集很少有最后结尾不崩的，但崩成这样慌乱不堪不知所云的，也很难看。从综合评分上不及无证之罪，社会派或者人性洞察不是杀人就好了，在于人物转变过程中的社会意义及逻辑合理性。画面质感来自于美术取景的努力，演员都全员到位，但要说电影感，别逗儿了。剧本叙事能力：5.8分，台词：5，人物塑造4.8，节奏从第五集开始好了一些后期再度下坠。综合评分6.8，本来应该给个7.5，后期扣分项太多了。看完之后没有震撼感只有深深的“什么鬼”。最后一集躲避审查的办法很聪明。
陆钓雪,严良是良心，朝阳是东升，能不烂尾不容易。普普卷钱，刘琳丹丹，周杰伦一个人在吃梨。王瑶从小长一样，明星教父张颂文，《中古文学史论》的弟弟《汉语史稿》不幸加缪化。徐广山空留字画，陈冠希如愿以偿，橘白猫说我想静静。
古宋松谷,剧本改编有很大问题，可能限于审查，无法让未成年人主动犯罪，也就完全失去了原作中几个孩子早熟、冷酷、决绝又不失童真的复杂性，而原作对家庭关系的描述又被剧本添加了许多不必要的鸡汤线。两下反向用力，直至原作中令人窒息的张力、暗无天日的悲情大打折扣，演员再好也无力挽。
Word,有电影感未必是好事，要知道国产电影没几个不是烂片
帝雉,完全拿的出手能媲美网飞的国产剧，制作精良到能达到国际水平最现实主义的网剧，就因为如此，从最小的原声编曲画面剪辑到最核心的剧情，都在挑战主流观众意识形态和当下国产电视剧假大空的浮华苍白做作，也就是赤裸裸挑战广电工信的接受和审核底线，充斥着温室花朵里观众闻风丧胆的社会黑暗面和所谓负能量，甚至出现了美剧都规避的儿童死亡和尸体镜头，真的非常担心会被强制下架禁播！
邱秋秋,"看得云里雾里的,和书里的情节差的有点多。"
韧勉,高速刷完全部节奏感血脉贲张，悬疑感爆表。秦昊足以凭借本剧封神，阴气逼人，恐怖感超越了冯远征扮演的安嘉和。三个小孩估计都会因为本片大爆，尤其是饰演朱朝阳的荣梓杉，基本将少年老成发挥的淋漓尽致。刘琳和李梦两个女配的歇斯底里演得非常出挑。片子里出现的所有孩子要不父母双亡，要不就是单亲家庭，每一个父亲虽然境遇不同，但都深爱着孩子，芦芳生饰演的警察父亲是最值得学习的家长榜样，王景春虽然只是监护人但仍然以温情感化孩子，张颂文虽然事业不好，但也爱的深沉。导演拍摄的非常克制，没有突兀的牺牲，只有逆境中的温暖与成长。
